id,sort_value,software,person
3176,1,dab7d824-81ec-49ba-911a-b3d081469a84,adc78ed0-7599-4988-af2f-a09a83f951bd
3062,1,1744df14-f1f1-451b-a384-28e3a1beba7f,5d8b609a-b25e-4155-9e39-62bb690f93a3
3244,1,06813bb3-7c73-425d-b9fe-6b4e80add160,f30bcf6d-d1bd-42a6-844a-82eab8ae2dd2
3172,1,a73ebc78-1f89-4af8-8f67-2e35de947d16,4692a7c0-7de7-4974-b8b2-1d8a0bc0115e
3162,1,37a18000-2d1f-41db-afe6-6545f817bcb7,40c2afb0-dfef-4be8-9ac7-12a046cb71c6
3159,1,59c24c09-5ecd-44c8-a324-5a7da62c634b,2f59d23f-d47f-4138-99cb-ff109a9bd78e
3276,1,d0dcf8b7-d032-481b-b80e-dea683cc1fa4,bd0fc15e-47cf-4852-b624-2e9ad068f1c6
3297,1,ecd7fb7a-570b-4466-b0ea-8d4b60016036,75a5881d-2830-46d0-b598-81a5e6bacae0
3299,1,110491fc-f060-4b9d-ab2c-bb0806824948,cf8220c8-e01b-4aba-ab5c-4a1eff592485
3318,1,db2bcb8a-c799-4233-9699-dea23b975972,85e744f8-93bd-472c-a465-9c0998bc58b3
3021,1,3f058476-5010-48f4-9bd9-e27648d2ecea,de7c0779-16ad-4710-83fe-433ebcb2b5c7
3017,1,0321f375-4f6c-47d8-9181-125b0274ee6b,6ae1e775-7e0b-4156-a246-7ea52fe37a50
3242,1,54da66af-5ce4-4975-8560-258824988821,e401fe95-ab39-4d61-9cf8-3ce1108dbda2
3648,1,a74cb76b-da08-4412-817f-3240e52c5dde,6ae1e775-7e0b-4156-a246-7ea52fe37a50
3009,1,b5867d88-1fd5-476e-98e0-498ccbf41655,9216cf52-d2bb-46ba-857a-049d0a574f22
2996,1,d176bc00-f198-4250-b9d7-5193f621fd60,a898e590-9e33-454e-adf9-b25958194eba
2995,1,86c00a32-6dca-4d77-bddb-75c36d0ec0ca,960ab3df-bb01-4534-bf4f-05e75bc9a5b1
2989,1,cf802366-d886-45a5-bd49-2566521a4bbe,b57d704d-ca85-457e-9ebc-7cdc16cf14af
3240,1,f2cb2434-7d2e-4d87-8b97-6546d4931b29,89cd879b-51e0-4596-83b0-24033301b16b
3642,1,8ee452af-f474-42ab-900a-691a1e25257f,6ae1e775-7e0b-4156-a246-7ea52fe37a50
2986,1,55fe5714-b786-4cda-83f2-44afeb341a92,2f2f8c84-26a6-4541-a426-65edede4efd2
2982,1,f6e3429d-e80e-4cf6-889e-44af1e93f87d,3a46e694-789a-4562-83d6-c22afb7ff43b
2981,1,91f97996-69a3-43b8-bdfc-20895502415f,481229d7-54be-4f5a-9b10-634cb08c6838
2976,1,ad9602aa-4d82-4f9f-9ef5-053f92f2c9ff,4c934026-92a0-43dc-915e-00bb0ba2a6f8
2975,1,aa39bfc8-4980-4663-adf0-b7ee94f6b976,a3bf3a23-4e6a-4d60-af08-287b1954425d
2974,1,65364bdd-6a19-404a-9a87-c1aa123017d3,a38b15e9-a0ab-4088-b083-89ed3ca70e26
2973,1,8054183f-794a-4914-a8cb-a379bb9f1040,960ab3df-bb01-4534-bf4f-05e75bc9a5b1
3029,1,aebd4757-08dc-4ca0-be33-aa85171de59d,a4af177d-9fda-4851-8e9a-f70edad2179f
3628,1,a562afcf-b6f7-4ddd-be72-d450f8de9fc0,6cb83664-92d7-445d-9116-f271790867f0
2972,1,aff43790-897a-49b4-a4c6-f3506a6c4858,3a081711-1c82-402f-99ca-72767ffcca7f
3264,1,b8495e18-9a18-4e8f-8b88-85db6e74ec22,e96a9a04-5a81-4458-83a0-7b4ddd94c1bf
3625,1,15e95cb0-2008-4b98-83e9-0ce5a614b42c,e642af60-bc4f-46f2-9bed-b35ca53d77d1
3093,1,7fe5501b-aab0-4b70-9fef-08933ccf7480,52da8ed1-f691-46f3-9827-6800e0e0bfd7
3236,1,c9f100c2-e502-4a61-94d5-87ae0f4d3646,e49f3487-71e0-446e-ac76-930a15d96eff
2965,1,8e349bce-5860-4c0b-9ee9-ebb684574262,6ae1e775-7e0b-4156-a246-7ea52fe37a50
3096,1,4409f409-077b-48c2-9421-b1802255499f,71352468-ff1c-481b-8f2e-a6b3e6c00f1b
3032,1,e2069dd1-ba2f-45fa-b2b7-9052a16f74cc,fbed1404-f77c-4223-9c12-08f6e84ae07d
2964,1,2fd43ecd-9910-48f4-bf08-f07a4445cdf2,58d5618a-09c9-4251-917d-f015f71495a9
3099,1,4507d98e-44d1-40ea-8733-8047738b9a7a,cf47283e-57e9-45df-b736-f02459ce4aec
3262,1,6adc2c82-61b3-41b4-89ca-62862bfe9b9f,d866fbe3-3385-4489-bb26-f7b0e61143cc
2963,1,639f0d69-543d-477f-be0f-764e9a5f08a3,d45514f9-6e6f-45ee-bf9b-120cf1dcc796
2962,1,fa126d2b-ea85-4237-8abd-367c1b1e4e92,4e17b0e8-2d53-47c4-88f8-aca8e9dd006a
2959,1,a7f6fd15-9b3c-4cae-a029-0da92222f465,83be1bd8-e308-46dc-bd46-f4e707318ed5
2958,1,6ad99ded-e693-4660-a1c5-86ead53a9bcf,8d4308f8-b2e7-4cc2-a7df-6cb0bb82fbce
3343,1,13b71402-f2cb-4aa3-9b17-639652e87ca8,b84a21c1-6b9b-4462-97fd-b83484265930
3024,1,e8b6fe34-d598-4d53-86d0-288bc004c3e7,5564db15-b17e-4f59-9fe0-30a21be50ca9
2943,1,11cb7b68-cfe7-4d6c-84ed-af5ab071e74c,0f44a1f3-e5a4-479d-8a63-874ca10274b9
3234,1,181726f7-b361-4d04-8235-15729283791d,0cb453e6-fd34-4e1a-b819-2c20a2671849
2938,1,aade4249-dedf-4938-9ad1-432553bf0c36,bede8ae3-bc2f-4b0d-960a-2eef7f14e6d8
3217,2,063b5195-7e46-4b16-a45c-25393fb8675f,5b4d14ea-012b-4db9-956a-fd3a77277af3
3265,2,b8495e18-9a18-4e8f-8b88-85db6e74ec22,dcbea284-9ea0-4f44-9739-ccbe5fc26ea4
3030,2,aebd4757-08dc-4ca0-be33-aa85171de59d,62830d06-b4e8-455d-8c05-c84b1a1c9ac4
3033,2,e2069dd1-ba2f-45fa-b2b7-9052a16f74cc,6696426d-f68d-4eed-8cf0-6aa98d2835f5
3042,2,e2ca7d39-4fae-4ced-9dc2-b2593241b407,57525d46-d476-4c07-90de-7c12d27b1d69
3048,2,96059067-e0dd-4d80-b2bf-60ec9378609d,7f4a313b-f7c9-47bf-abf9-98b14cda5ba7
3050,2,6325743f-ad5d-4c24-aca3-6262a70d78d7,87160253-b4e3-421d-863a-39ea410dd706
3063,2,1744df14-f1f1-451b-a384-28e3a1beba7f,6ae1e775-7e0b-4156-a246-7ea52fe37a50
3649,2,a74cb76b-da08-4412-817f-3240e52c5dde,09e36914-a9bb-48fe-a3f9-336cc0b80afe
3643,2,8ee452af-f474-42ab-900a-691a1e25257f,09e36914-a9bb-48fe-a3f9-336cc0b80afe
3629,2,a562afcf-b6f7-4ddd-be72-d450f8de9fc0,36c87617-8cd6-4325-9c3c-7353cf777297
3626,2,15e95cb0-2008-4b98-83e9-0ce5a614b42c,40be10e4-a4d2-45eb-a8d8-6ce3d46baff5
3094,2,7fe5501b-aab0-4b70-9fef-08933ccf7480,cca2f050-9e70-4aa3-9373-c2e044bf162f
3097,2,4409f409-077b-48c2-9421-b1802255499f,9a3c53c1-e376-40de-89ac-503be6c1fb7b
3100,2,4507d98e-44d1-40ea-8733-8047738b9a7a,18eb53cf-0832-4184-b89c-b2109f013649
3022,2,3f058476-5010-48f4-9bd9-e27648d2ecea,5d8c80d3-d8e3-4392-9c4f-cf93160e966a
3623,2,9da56adf-1252-4ca9-85cf-5fd8fb950cdf,c7f9b905-ebf3-4d8f-8023-e6d8f0b58bd7
3617,2,13659e76-e911-41da-bf99-30eb7b05defc,174996c2-882a-45fa-9f6c-96d197c8d78a
3614,2,1fd6fa60-cd5d-4e38-bfea-ea8dc5b25eaa,8f8da490-f6e0-438d-b821-13e7a835c11c
3600,2,52e4975a-0d6d-4bb0-91a3-862f8e113091,2728ceb4-aa3f-40b3-bbbb-7ea395724a34
2905,2,ac6f7ea3-062c-442f-abf9-9732a88fcc6b,e79e10b2-1839-414a-ae14-597d36cc61e0
2909,2,dda4b683-307d-4145-b75c-59f61c442484,e1de620b-45ea-462c-91a7-3e3d087167df
3344,2,13b71402-f2cb-4aa3-9b17-639652e87ca8,fab65a33-76ba-4b32-8559-ffde0da03a20
2921,2,b5742bb7-4c8e-45cd-9429-65cb75f32795,696e5a62-e16d-4da8-9b62-bb79df1b72c3
2926,2,18ff9253-b11c-4ffa-9c3b-4b167c9f8cf2,9a3c53c1-e376-40de-89ac-503be6c1fb7b
2935,2,43700827-e657-4937-ae69-c333b70d3756,b35afae4-a71f-48bc-8f5c-ef0b51293bd0
2937,2,428a1d93-e1a5-407b-90a4-9bb2b85e39ec,b3783eca-b683-4eb8-9006-233f17aa0b9b
2939,2,aade4249-dedf-4938-9ad1-432553bf0c36,9216cf52-d2bb-46ba-857a-049d0a574f22
2944,2,11cb7b68-cfe7-4d6c-84ed-af5ab071e74c,3abbd3be-fb65-4413-bcd9-e29e238aa0e5
2960,2,a7f6fd15-9b3c-4cae-a029-0da92222f465,ba65daa9-b248-4e2d-95b8-c38ce94d0598
2966,2,8e349bce-5860-4c0b-9ee9-ebb684574262,de7c0779-16ad-4710-83fe-433ebcb2b5c7
2977,2,ad9602aa-4d82-4f9f-9ef5-053f92f2c9ff,6635c0ba-c3b0-4806-b0cb-afba8722393b
2983,2,f6e3429d-e80e-4cf6-889e-44af1e93f87d,c8079dcd-7441-4f7b-8aae-ed9e240cf0e4
2987,2,55fe5714-b786-4cda-83f2-44afeb341a92,7eee71c9-4b16-49a1-9472-18ba95b0ffc8
2990,2,cf802366-d886-45a5-bd49-2566521a4bbe,e67d0cca-ed84-4a81-898c-2db53af16b7c
2997,2,d176bc00-f198-4250-b9d7-5193f621fd60,e1de620b-45ea-462c-91a7-3e3d087167df
3025,2,e8b6fe34-d598-4d53-86d0-288bc004c3e7,b15dc90b-691b-4a89-b4d9-37cd0629481f
3010,2,b5867d88-1fd5-476e-98e0-498ccbf41655,8f8da490-f6e0-438d-b821-13e7a835c11c
3018,2,0321f375-4f6c-47d8-9181-125b0274ee6b,78710a8c-562b-4d44-80de-747185d4a1f3
3319,2,db2bcb8a-c799-4233-9699-dea23b975972,6ae1e775-7e0b-4156-a246-7ea52fe37a50
3300,2,110491fc-f060-4b9d-ab2c-bb0806824948,6ae1e775-7e0b-4156-a246-7ea52fe37a50
3298,2,ecd7fb7a-570b-4466-b0ea-8d4b60016036,aae7aca0-6258-463a-8ae9-54924d291117
3277,2,d0dcf8b7-d032-481b-b80e-dea683cc1fa4,99d4a4ed-f9f6-47b3-903d-62fd3707f45b
3160,2,59c24c09-5ecd-44c8-a324-5a7da62c634b,32e15f56-2150-4c42-9514-881d857073f4
3163,2,37a18000-2d1f-41db-afe6-6545f817bcb7,ab09132c-4a4c-42af-87ff-292f937bd79a
3173,2,a73ebc78-1f89-4af8-8f67-2e35de947d16,428d9b8f-5db4-41ab-8471-00c9d4c40131
3177,2,dab7d824-81ec-49ba-911a-b3d081469a84,254f6c01-0886-4df5-a486-c2ac2e3169fb
3191,2,84062431-340c-4ac1-bdc9-a79a431d9869,856735bb-4488-41ed-8e0e-34866aaf9c47
3195,2,bdd706f0-b987-446b-b650-78d9d86f00b2,3ab2ed72-e771-4174-9d2d-ceb16d2eca42
3201,2,9188840c-25ba-4ec8-b8c3-d32413aaf7a0,71352468-ff1c-481b-8f2e-a6b3e6c00f1b
3211,2,ec808735-972e-41e7-8549-a96d93881e26,ab09132c-4a4c-42af-87ff-292f937bd79a
3263,2,6adc2c82-61b3-41b4-89ca-62862bfe9b9f,f229e47c-bf32-439d-a84b-41b4470da15e
3221,2,d6fa3131-3ab1-48c9-bd8b-31c0461a9fb5,dd77b0be-c31d-4319-a8d4-1ee118c9dbc7
3226,2,fd58b98f-87d6-441b-bec8-aa79752f3c5e,f1091b36-ab29-4673-a98c-59d995dd74ad
3229,2,1b5fd49d-9131-46ee-b56a-70efbb1effe5,376c816e-3eea-4ecd-b7bc-4fb3d7412002
3235,2,181726f7-b361-4d04-8235-15729283791d,b8efa25e-6853-4dd6-9faf-a64f218a94a1
3237,2,c9f100c2-e502-4a61-94d5-87ae0f4d3646,f30bcf6d-d1bd-42a6-844a-82eab8ae2dd2
3241,2,f2cb2434-7d2e-4d87-8b97-6546d4931b29,135e92e4-98e6-4133-8e98-ba0b051910ef
3243,2,54da66af-5ce4-4975-8560-258824988821,1bdb8ab1-0095-41fd-99b1-b51d084604da
3245,2,06813bb3-7c73-425d-b9fe-6b4e80add160,b7541ba3-a976-45d4-b411-42ab6ce9c3f8
3247,2,596d3936-d754-4c02-b8ae-20f69d4ac16b,4e17b0e8-2d53-47c4-88f8-aca8e9dd006a
3250,2,7bd65217-fdbe-4945-a657-496a494fff48,6fbd29df-80c1-40f8-b627-a652e7e03c67
3254,2,e211347f-4b04-4765-a230-295f366390d1,5d6003b0-165b-4c03-96a2-1ee59884ad47
3101,3,4507d98e-44d1-40ea-8733-8047738b9a7a,b93f43a7-4cce-4c93-8e11-f970df77975c
3098,3,4409f409-077b-48c2-9421-b1802255499f,41b75885-3a61-44f4-a3bd-4c87a816ebbb
3026,3,e8b6fe34-d598-4d53-86d0-288bc004c3e7,9bf6c170-e45e-40dc-9af1-e86261f9ecb2
3064,3,1744df14-f1f1-451b-a384-28e3a1beba7f,e624b69e-85d3-4d0c-a50c-aba517485911
3212,3,ec808735-972e-41e7-8549-a96d93881e26,f5f21e0b-7ffe-478f-a45b-e79ef6f4d9f6
3174,3,a73ebc78-1f89-4af8-8f67-2e35de947d16,fb325fac-aacc-4bf9-8968-b6e055d5da2d
2927,3,18ff9253-b11c-4ffa-9c3b-4b167c9f8cf2,5a7aa461-5232-4d6f-90e9-7cda85341c38
3178,3,dab7d824-81ec-49ba-911a-b3d081469a84,8d22ac3b-7978-48dd-bb88-1c1dfb2c6ef9
3627,3,15e95cb0-2008-4b98-83e9-0ce5a614b42c,bc6732fb-4d10-4439-a8ae-bebd97ac6b50
3630,3,a562afcf-b6f7-4ddd-be72-d450f8de9fc0,1b75b882-4265-45ef-b626-f3ca98973f30
3202,3,9188840c-25ba-4ec8-b8c3-d32413aaf7a0,9a3c53c1-e376-40de-89ac-503be6c1fb7b
3051,3,6325743f-ad5d-4c24-aca3-6262a70d78d7,6f5d0b1e-95ea-4cee-af20-a649f2157f70
2978,3,ad9602aa-4d82-4f9f-9ef5-053f92f2c9ff,5819efb0-3fb9-4e98-95f2-5b14c49d7f68
3192,3,84062431-340c-4ac1-bdc9-a79a431d9869,7352d137-6968-4179-be58-07220df919b4
2922,3,b5742bb7-4c8e-45cd-9429-65cb75f32795,52489175-3016-45a1-8728-3c2ca6bd0c20
3222,3,d6fa3131-3ab1-48c9-bd8b-31c0461a9fb5,ff3dedf4-eef8-4023-ad4a-a6b4bc8cdecc
2984,3,f6e3429d-e80e-4cf6-889e-44af1e93f87d,c154d944-30c6-453d-b43b-2982cadd277b
2988,3,55fe5714-b786-4cda-83f2-44afeb341a92,622882c2-5ed3-4123-b605-9311c778d6bd
3644,3,8ee452af-f474-42ab-900a-691a1e25257f,033fe67d-d730-4817-9312-e348179f508f
3034,3,e2069dd1-ba2f-45fa-b2b7-9052a16f74cc,a38b15e9-a0ab-4088-b083-89ed3ca70e26
2991,3,cf802366-d886-45a5-bd49-2566521a4bbe,ee55616e-7a77-451b-97c7-02304b18d653
2945,3,11cb7b68-cfe7-4d6c-84ed-af5ab071e74c,52da8ed1-f691-46f3-9827-6800e0e0bfd7
3248,3,596d3936-d754-4c02-b8ae-20f69d4ac16b,5e0c9bb5-59c1-4a88-ada9-3d54187e436f
3255,3,e211347f-4b04-4765-a230-295f366390d1,417e27ed-b169-4831-8064-815f5fe7eab1
2998,3,d176bc00-f198-4250-b9d7-5193f621fd60,745c8171-9c5d-4ced-84c8-14b528ed9ce2
3196,3,bdd706f0-b987-446b-b650-78d9d86f00b2,6df2db32-3361-4bc4-9317-ac7af6fe84a6
3345,3,13b71402-f2cb-4aa3-9b17-639652e87ca8,406b8f52-9478-435d-a404-9f764bfd2c28
3023,3,3f058476-5010-48f4-9bd9-e27648d2ecea,d7835165-2981-4bf6-b4b3-9b608f239da0
3031,3,aebd4757-08dc-4ca0-be33-aa85171de59d,86f3542d-0adc-4cbd-96f2-2c6565ef85c5
3320,3,db2bcb8a-c799-4233-9699-dea23b975972,d3f251f9-02cd-47de-9035-fe6b0ae9ac4a
3011,3,b5867d88-1fd5-476e-98e0-498ccbf41655,f61b728e-3581-4ed0-9b6b-4deaa7dcdc73
2940,3,aade4249-dedf-4938-9ad1-432553bf0c36,ba49d98a-aa7b-479d-9bee-b1eaf30b7c53
3618,3,13659e76-e911-41da-bf99-30eb7b05defc,9391d7ca-6fae-42a0-bdbc-951dd19ef7d0
3650,3,a74cb76b-da08-4412-817f-3240e52c5dde,033fe67d-d730-4817-9312-e348179f508f
3238,3,c9f100c2-e502-4a61-94d5-87ae0f4d3646,b7541ba3-a976-45d4-b411-42ab6ce9c3f8
2910,3,dda4b683-307d-4145-b75c-59f61c442484,dcc1bf24-bd36-4ca4-a31a-46736f3560e3
2906,3,ac6f7ea3-062c-442f-abf9-9732a88fcc6b,4176b030-f090-4bf4-a3b0-b2adeb4075b6
3266,3,b8495e18-9a18-4e8f-8b88-85db6e74ec22,b434374c-df1e-4feb-baaa-5262d8dd19ad
2961,3,a7f6fd15-9b3c-4cae-a029-0da92222f465,67fea142-ca76-4d32-a499-659895194b14
3301,3,110491fc-f060-4b9d-ab2c-bb0806824948,d3f251f9-02cd-47de-9035-fe6b0ae9ac4a
3095,3,7fe5501b-aab0-4b70-9fef-08933ccf7480,a35b71fc-7dfd-4613-8f54-8b306be14410
3601,3,52e4975a-0d6d-4bb0-91a3-862f8e113091,da569b72-7c06-4f8d-b6f8-118c5f2cbbb1
3218,3,063b5195-7e46-4b16-a45c-25393fb8675f,8808102f-baf1-4b61-8b11-115c298b1bcf
3230,3,1b5fd49d-9131-46ee-b56a-70efbb1effe5,77a38114-57a0-4489-b36b-e12cdd163923
2967,3,8e349bce-5860-4c0b-9ee9-ebb684574262,0a671dcd-50a7-4e35-8992-2ef1546f8389
3278,3,d0dcf8b7-d032-481b-b80e-dea683cc1fa4,0778a0a5-4ea3-4ea3-b9c0-98907b2ae07e
3161,3,59c24c09-5ecd-44c8-a324-5a7da62c634b,fe7927e0-3e64-4494-baf1-0fadb01cae6a
3251,3,7bd65217-fdbe-4945-a657-496a494fff48,d857c04b-fb2c-4538-ae33-0c566c27fe36
3164,3,37a18000-2d1f-41db-afe6-6545f817bcb7,f5f21e0b-7ffe-478f-a45b-e79ef6f4d9f6
3624,3,9da56adf-1252-4ca9-85cf-5fd8fb950cdf,9cce5810-9ab2-4ae5-8415-7995d8826d96
3043,3,e2ca7d39-4fae-4ced-9dc2-b2593241b407,f53b64e1-ee7e-4a68-b2d1-25795263715c
3615,3,1fd6fa60-cd5d-4e38-bfea-ea8dc5b25eaa,f1091b36-ab29-4673-a98c-59d995dd74ad
3346,4,13b71402-f2cb-4aa3-9b17-639652e87ca8,6b9c0744-047d-443e-a06a-69d8e272a610
2979,4,ad9602aa-4d82-4f9f-9ef5-053f92f2c9ff,d90322fe-824f-4efd-afda-0139f74138b1
3102,4,4507d98e-44d1-40ea-8733-8047738b9a7a,1833a89c-9a41-4a3c-b12d-6d80cf3505bc
2911,4,dda4b683-307d-4145-b75c-59f61c442484,de7c0779-16ad-4710-83fe-433ebcb2b5c7
3267,4,b8495e18-9a18-4e8f-8b88-85db6e74ec22,d04b21a1-01ea-4616-b72b-5294accde02d
3044,4,e2ca7d39-4fae-4ced-9dc2-b2593241b407,16dd4e4e-52af-4312-9145-8ee217e0f582
3279,4,d0dcf8b7-d032-481b-b80e-dea683cc1fa4,69da4a2c-241b-44a3-82a6-5352e881497b
3219,4,063b5195-7e46-4b16-a45c-25393fb8675f,bf68e7ca-b8e2-4f98-b789-3d2f7a93262c
3027,4,e8b6fe34-d598-4d53-86d0-288bc004c3e7,babc6c1c-9898-4a8d-a9d8-45c7367784c7
3619,4,13659e76-e911-41da-bf99-30eb7b05defc,9bdd5e63-96a8-48e6-8860-cf9469c98178
2968,4,8e349bce-5860-4c0b-9ee9-ebb684574262,083cedc3-89ed-4029-b0ca-4e84cd4a2797
3203,4,9188840c-25ba-4ec8-b8c3-d32413aaf7a0,174996c2-882a-45fa-9f6c-96d197c8d78a
2985,4,f6e3429d-e80e-4cf6-889e-44af1e93f87d,62728681-cb32-44cd-af89-b232a841b250
3065,4,1744df14-f1f1-451b-a384-28e3a1beba7f,d3f251f9-02cd-47de-9035-fe6b0ae9ac4a
3252,4,7bd65217-fdbe-4945-a657-496a494fff48,a0844705-37e7-4686-985f-33669cf005d8
3035,4,e2069dd1-ba2f-45fa-b2b7-9052a16f74cc,e560d96c-9530-4342-8baf-21a7fcf01712
3165,4,37a18000-2d1f-41db-afe6-6545f817bcb7,5543956f-39bf-41cf-8fe6-4ab41d39ee7b
3197,4,bdd706f0-b987-446b-b650-78d9d86f00b2,08724f84-65da-4b23-a97f-6c94378d0fa1
2928,4,18ff9253-b11c-4ffa-9c3b-4b167c9f8cf2,f512862d-1748-4440-a85b-e7c80f9f35b5
3321,4,db2bcb8a-c799-4233-9699-dea23b975972,eea2352d-f8b4-45bc-b0b1-e670620837e2
3302,4,110491fc-f060-4b9d-ab2c-bb0806824948,5c104f22-267f-43d0-9809-e3b145a56372
3213,4,ec808735-972e-41e7-8549-a96d93881e26,5543956f-39bf-41cf-8fe6-4ab41d39ee7b
3052,4,6325743f-ad5d-4c24-aca3-6262a70d78d7,11e567be-d84b-4397-b557-ba0414f0e1f5
2992,4,cf802366-d886-45a5-bd49-2566521a4bbe,2c0973cf-c491-428a-a4f4-ad1756629eef
2941,4,aade4249-dedf-4938-9ad1-432553bf0c36,f5f21e0b-7ffe-478f-a45b-e79ef6f4d9f6
3256,4,e211347f-4b04-4765-a230-295f366390d1,925f4fe8-d6e1-4cf4-99d4-6f850f4d80c0
3175,4,a73ebc78-1f89-4af8-8f67-2e35de947d16,932ad591-95ba-4791-bc37-8df476f958c0
3651,4,a74cb76b-da08-4412-817f-3240e52c5dde,429098eb-0cc0-44d5-9e36-643d32175f50
3645,4,8ee452af-f474-42ab-900a-691a1e25257f,429098eb-0cc0-44d5-9e36-643d32175f50
3239,4,c9f100c2-e502-4a61-94d5-87ae0f4d3646,893160e8-07e5-440a-9fb8-e3d1867f1ae8
3179,4,dab7d824-81ec-49ba-911a-b3d081469a84,a36dc72f-09af-464d-ab07-dfb907c778c1
